Sample,Family ID,Population,Population Description,Gender,Relationship,Unexpected Parent/Child ,Non Paternity,Siblings,Grandparents,Avuncular,Half Siblings,Unknown Second Order,Third Order,Other Comments
HG01098,PR31,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01101,PR19,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01102,PR19,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01104,PR25,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01105,PR25,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01107,PR33,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01108,PR33,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01110,PR34,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01111,PR34,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01112,CLM03,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01113,CLM03,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01119,CLM01,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01121,CLM02,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01122,CLM02,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01124,CLM04,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01125,CLM04,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01130,CLM06,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01131,CLM06,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01133,CLM07,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01134,CLM07,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01136,CLM08,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01137,CLM08,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01139,CLM09,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01140,CLM09,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01142,CLM10,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01148,CLM12,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01149,CLM12,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01161,PR35,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01162,PR35,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01164,PR37,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01167,PR39,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01168,PR39,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01170,PR24,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01171,PR24,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01173,PR36,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01174,PR36,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01176,PR42,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01177,PR42,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01182,PR44,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01183,PR44,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01187,PR38,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01188,PR38,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01190,PR40,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01191,PR40,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01197,PR46,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01198,PR46,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01200,PR47,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01204,PR49,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01205,PR49,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01241,PR22,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01242,PR22,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01247,PR32,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01248,PR32,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01250,CLM14,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01251,CLM14,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01253,CLM15,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01254,CLM15,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01256,CLM16,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01257,CLM16,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01259,CLM17,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01260,CLM17,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01269,CLM20,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01271,CLM21,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01272,CLM21,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01275,CLM22,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01277,CLM23,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01280,CLM24,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01281,CLM24,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01284,CLM25,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01286,PR58,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01302,PR59,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01303,PR59,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01305,PR61,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01308,PR62,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01311,PR63,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01312,PR63,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01323,PR67,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01325,PR68,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01326,PR68,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01334,HG01334,GBR,British in England and Scotland,male,,,,,,,,,,
HG01341,CLM26,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01342,CLM26,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01344,CLM27,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01345,CLM27,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01348,CLM28,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01350,CLM29,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01351,CLM29,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01353,CLM30,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01354,CLM30,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01356,CLM31,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01357,CLM31,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01359,CLM32,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01360,CLM32,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01362,CLM33,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01363,CLM33,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01365,CLM34,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01366,CLM34,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01369,CLM35,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01372,CLM36,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01374,CLM37,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01375,CLM37,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01377,CLM38,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01378,CLM38,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01383,CLM40,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01384,CLM40,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01389,CLM42,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01390,CLM42,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01392,PR70,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01393,PR70,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01395,PR71,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01396,PR71,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01398,PR72,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01402,PR74,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01403,PR74,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01405,PR75,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01412,PR76,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01413,PR78,PUR,Puerto Rican in Puerto Rico,male,father,,,,,,,,,
HG01414,PR78,PUR,Puerto Rican in Puerto Rico,female,mother,,,,,,,,,
HG01431,CLM43,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01432,CLM43,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01435,CLM44,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01437,CLM45,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01438,CLM45,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01440,CLM46a,CLM,"Colombian in Medellin, Colombia",male,father,,,,,HG01442(niece/nephew),,,,
HG01441,CLM46,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01443,CLM47,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01444,CLM47,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01447,CLM48,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01455,CLM51,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01456,CLM51,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01459,CLM52,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01461,CLM53,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01462,CLM53,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01464,CLM54,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01465,CLM54,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01468,CLM55,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01471,CLM56,CLM,"Colombian in Medellin, Colombia",female,,,,,,,,,,
HG01474,CLM57,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01479,CLM59,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01485,CLM61,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01486,CLM61,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01488,CLM62,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01489,CLM62,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01491,CLM63,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01492,CLM63,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01494,CLM64,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01495,CLM64,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01497,CLM65,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01498,CLM65,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01500,IBS001,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01501,IBS001,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01503,IBS002,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01504,IBS002,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01506,IBS003,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01507,IBS003,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01509,IBS004,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01510,IBS004,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01512,IBS005,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01513,IBS005,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01515,IBS006,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01516,IBS006,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01518,IBS007,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01519,IBS007,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01521,IBS008,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01522,IBS008,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01524,IBS009,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01525,IBS009,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01527,IBS010,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01528,IBS010,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01530,IBS011,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01531,IBS011,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01536,IBS013,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01537,IBS013,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01550,CLM66,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01551,CLM66,CLM,"Colombian in Medellin, Colombia",female,mother,,,,,,,,,
HG01556,CLM68,CLM,"Colombian in Medellin, Colombia",male,father,,,,,,,,,
HG01565,PEL001,PEL,"Peruvian in Lima, Peru",male,father,,,,,,,,,
HG01566,PEL001,PEL,"Peruvian in Lima, Peru",female,mother,,,,,,,,,
HG01571,PEL003,PEL,"Peruvian in Lima, Peru",male,father,,,,,,,,,
HG01572,PEL003,PEL,"Peruvian in Lima, Peru",female,mother,,,,,,,,,
HG01577,PEL005,PEL,"Peruvian in Lima, Peru",male,father,,,,,,,,,
HG01578,PEL005,PEL,"Peruvian in Lima, Peru",female,mother,,,,,,,,,
HG01583,PK02,PJL,"Punjabi in Lahore,Pakistan",male,father,,,,,,,,,
HG01586,PK03,PJL,"Punjabi in Lahore,Pakistan",male,father,,,,,,,,,
HG01589,PK04,PJL,"Punjabi in Lahore,Pakistan",male,father,,,,,,,,,
HG01593,PK05,PJL,"Punjabi in Lahore,Pakistan",female,mother,,,,,,,,,
HG01595,VN001,KHV,"Kinh in Ho Chi Minh City, Vietnam",female,,,,,,,,,,
HG01596,VN002,KHV,"Kinh in Ho Chi Minh City, Vietnam",male,,,,,,,,,,
HG01597,VN003,KHV,"Kinh in Ho Chi Minh City, Vietnam",female,,,,,,,,,,
HG01598,VN004,KHV,"Kinh in Ho Chi Minh City, Vietnam",female,,,,,,,,,,
HG01599,VN005,KHV,"Kinh in Ho Chi Minh City, Vietnam",female,,,,,,,,,,
HG01600,VN006,KHV,"Kinh in Ho Chi Minh City, Vietnam",female,,,,,,,,,,
HG01602,IBS024,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01603,IBS024,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01605,IBS023,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01606,IBS023,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01607,IBS022,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01608,IBS022,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01610,IBS021,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01612,IBS021,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01613,IBS020,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01615,IBS020,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01617,IBS019,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01618,IBS019,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01619,IBS018,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01620,IBS018,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01623,IBS017,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01624,IBS017,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01625,IBS016,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01626,IBS016,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01628,IBS015,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01630,IBS015,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01631,IBS014,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01632,IBS014,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01668,IBS025,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01669,IBS025,IBS,Iberian populations in Spain,male,father,,,,,,,,,
HG01670,IBS026,IBS,Iberian populations in Spain,female,mother,,,,,,,,,
HG01672,IBS026,IBS,Iberian populations in Spain,male,father,,,,,,,,,
